favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str 
6670,Twitter for Android,"b'Trump is going to get people killed. A lot of people. This is getting scary\xe2\x80\x94not the Coronavirus, but how the White\xe2\x80\xa6 https://t.co/EWjmeFKul1'",,False,Sun Mar 08 02:38:16 +0000 2020,2587,b'1236481331841859584'
2687,Twitter for iPhone,b'You can\xe2\x80\x99t watch @taylorswift13\xe2\x80\x99s #MissAmericana and not be inspired to register and vote. Film ends with her new so\xe2\x80\xa6 https://t.co/DK7xsV6gec',,False,Mon Feb 03 21:32:41 +0000 2020,466,b'1224445628102541316'
133674,Twitter for iPhone,b'Working at the Persona 5 Royal booth as Joker! I met the cutest little Nezuko cosplayer who is 3 years old. My hear\xe2\x80\xa6 https://t.co/tVzKqZsHZn',,False,Tue Mar 10 01:26:09 +0000 2020,32632,b'1237187958635020288'
2277,Twitter for iPhone,"b'Did you catch me in @OlaySkin\xe2\x80\x99s #SuperBowlLIV commercial? Don\xe2\x80\x99t forget, every tweet using #MakeSpaceForWomen, Olay\xe2\x80\xa6 https://t.co/bYgE0A7sN2'",,False,Mon Feb 03 00:07:07 +0000 2020,963,b'1224122104729219079'
852,Twitter Web Client,b'Dear furreinds! Mommy has some icky virus thingy that is making her cough and stuff. Could I please request a\xe2\x80\xa6 https://t.co/owoLjGo8Va',,False,Wed Feb 26 04:19:10 +0000 2020,59,b'1232520457565306880'
10116,TweetDeck,b'Sweet Jesus.\n\n#SBLIV https://t.co/MEzK66nUxd',,False,Mon Feb 03 01:25:13 +0000 2020,2210,b'1224141757396455425'
1476,Twitter Web Client,b'Mark Cuban plans to set up a program to pay Dallas arena workers amid NBA season suspension due to #COVID19\n\nFull s\xe2\x80\xa6 https://t.co/k7pB0E7gF6',,False,Thu Mar 12 11:46:38 +0000 2020,443,b'1238068883124256768'
144652,Twitter for iPhone,"b'Me: *puts down flowers, chocolate and beer on checkout counter*\n\nCashier: Nice! Who\xe2\x80\x99s that for?\n\nMe: My wife. She\xe2\x80\x99s\xe2\x80\xa6 https://t.co/C4e0BhdJ8A'",,False,Sun Feb 02 00:20:45 +0000 2020,13098,b'1223763148651581443'
59649,Twitter for iPhone,"b""This is the medical team from Wuhan responsible for recovering 50K+ patients in just a few months. They're now risk\xe2\x80\xa6 https://t.co/v5yWRCK0Gs""",,False,Fri Mar 13 23:03:45 +0000 2020,18235,b'1238601672454295557'
288,Twitter Web App,b'Some strange and alarming characteristics of the #Coronavirus:\n\n- An HIV-like mutation helps it infect human cells\xe2\x80\xa6 https://t.co/ZfwlKd9btb',,False,Fri Feb 28 18:34:21 +0000 2020,306,b'1233460446402879489'
1268,Twitter for iPhone,b'if you don\xe2\x80\x99t feel so well little nyoomgi is here to ease your heart~ \xf0\x9f\x92\x9c \n#bts #yoongi #suga https://t.co/dJIpkGfgPF',,False,Thu Feb 27 12:44:43 +0000 2020,492,b'1233010070256062464'
3335,Twitter for iPhone,b'Florida coronavirus death in Rep. Matt Gaetz\xe2\x80\x99s district comes days after criticisms he made light of epidemic - The\xe2\x80\xa6 https://t.co/Dwf8S9VX8I',,False,Sun Mar 08 02:08:59 +0000 2020,1162,b'1236473959014633473'
2563,Twitter Web App,b'How can Republicans claim they care what the American people think when 75% of Americans want witnesses to testify\xe2\x80\xa6 https://t.co/dW6mH91Qgh',,False,Tue Jan 28 21:26:18 +0000 2020,803,b'1222269695207837701'
51472,Twitter Media Studio,b'Never let your cats watch anime... https://t.co/GoQxLokDyN',,False,Wed Feb 26 15:40:20 +0000 2020,27330,b'1232691875280277508'
23215,TweetDeck,"b'i feel absolutley insane, biden is incapable of forming a complete thought without a teleprompter, how is this not\xe2\x80\xa6 https://t.co/cFdqSioB9l'",,False,Wed Mar 04 02:00:18 +0000 2020,2111,b'1235022225180250112'
444,TweetDeck,b'Big immigration news today: Trump administration expands the policy known as the travel ban to bar immigration from\xe2\x80\xa6 https://t.co/2ySJdxSNko',,False,Fri Jan 31 21:08:03 +0000 2020,306,b'1223352266645700614'
769,Twitter Web App,"b'I have been hearing a lot that ""casuals are paid more than permanents"" so they shouldn\'t get sick leave. Actually,\xe2\x80\xa6 https://t.co/neM44EAjsS'",,False,Sun Mar 08 03:13:02 +0000 2020,324,b'1236490080044236800'
903,Twitter for Android,"b'A year ago today, I stood on the edge and looked down into the darkness. I thought it was the end. In fact it was t\xe2\x80\xa6 https://t.co/1lDlsUCBP0'",,False,Tue Mar 03 11:41:59 +0000 2020,29,b'1234806222932660225'
1614,Twitter for iPhone,"b'There\xe2\x80\x99s no question the failure to call witnesses will help Democrats. When Bolton testifies in the House, it\xe2\x80\x99ll be\xe2\x80\xa6 https://t.co/w809DRqQwf'",,False,Fri Jan 31 15:31:11 +0000 2020,479,b'1223267490513457154'
712,Twitter Web App,"b'Trudeau\xe2\x80\x99s Liberals can\xe2\x80\x99t get dangerous protesters off train tracks for weeks, but NS Liberals just pushed a Bill to\xe2\x80\xa6 https://t.co/HbnQxMw0uy'",,False,Thu Mar 05 15:00:05 +0000 2020,239,b'1235580850521231360'
4444,Twitter Media Studio,b'just chillin waiting for season 3 to drop like... https://t.co/6gvbuPSbdx',,False,Wed Mar 11 01:00:00 +0000 2020,984,b'1237543763733610496'
3381,Twitter Web App,b'File under The Cost of Being a Woman Writer on the Internet...\n\nI got this \xe2\x80\x9cfan mail\xe2\x80\x9d in my inbox and my first thou\xe2\x80\xa6 https://t.co/wc9Ejb6qbq',,False,Wed Jan 29 16:21:36 +0000 2020,67,b'1222555401977311232'
3702,Twitter for iPhone,b'The start of the tour always feels like the first day back at school! Atlantic City are you ready?! \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd',,False,Fri Feb 28 12:35:38 +0000 2020,167,b'1233370171265421312'
3105,Twitter for iPhone,"b'You literally fucking lost the most winnable election in 2016.\n\nIf you really want to defeat Trump, get out of our\xe2\x80\xa6 https://t.co/ydXeSub2iE'",,False,Wed Jan 29 21:32:11 +0000 2020,531,b'1222633563109105664'
541,Twitter Web App,"b'We have one of the highest levels of immigration in the EU and yet our journalists, even in a General Election camp\xe2\x80\xa6 https://t.co/bzezFUE68S'",,False,Sun Jan 26 14:43:04 +0000 2020,223,b'1221443443131670528'
397,Twitter for Android,b'choose yr 2020 lifestyle (you have \xc2\xa310):\n\n\xc2\xa330 - a normal sleep cycle\n\xc2\xa35 - some coffee\n\xc2\xa315 - hope for the future\n\xc2\xa340\xe2\x80\xa6 https://t.co/fTHUuhmDHr',,False,Mon Jan 27 23:01:26 +0000 2020,47,b'1221931248047874050'
1097,Twitter for Android,b'Corona virus symptoms:\n\n*fever\n*cough\n*difficulty breathing\n*pneumonia in both lungs\n\nEveryone: buys toilet paper',,False,Sat Mar 07 00:18:32 +0000 2020,305,b'1236083776620351490'
1484,Twitter for iPhone,"b'As I\xe2\x80\x99ve said for years, sadly the issue of #Islamophobia runs deep &amp; wide @Conservatives From MPs to members its a\xe2\x80\xa6 https://t.co/hFeVkirEhr'",,False,Thu Mar 05 18:25:19 +0000 2020,979,b'1235632499113349120'
1438,Twitter for iPhone,"b'US govts \xe2\x80\x9cincapacity to conduct widespread testing slowed diagnoses, creating chains of infection. It also deprived\xe2\x80\xa6 https://t.co/jXvP3gduS0'",,False,Sat Mar 07 14:29:09 +0000 2020,894,b'1236297841229869062'
219,Twitter for iPhone,b'Simon Bridges really really really wants low wage workers to bear the brunt of Covid 19. #nzpol',,False,Wed Mar 11 01:13:35 +0000 2020,21,b'1237547183194300416'
1813,Twitter for iPhone,b'Buy ammo &gt; Buy sanitizer #coronavirus #COVID19 #CoronavirusUSA',,False,Sun Mar 08 00:15:23 +0000 2020,177,b'1236445371368460288'
26457,Twitter for iPhone,b'WATCH: President Trump was called the FIRST BLACK PRESIDENT at the Black History Month White House roundtable:\n\n\xe2\x80\x9cI\xe2\x80\xa6 https://t.co/5QKf4lODtx',,False,Fri Feb 28 16:58:14 +0000 2020,6866,b'1233436258300506113'
3074,Twitter Web App,"b'It\'s going to be hard to ""let the voters decide"" given that this entire impeachment has been about Trump trying to RIG THE FUCKING ELECTION'",,False,Fri Jan 31 04:37:58 +0000 2020,785,b'1223103101059522567'
1014,Twitter Web App,b'Will Chief Justice John Roberts sell he legacy and his soul for Trump? https://t.co/sFouXOZM0A',,False,Tue Jan 28 23:06:41 +0000 2020,439,b'1222294956963844096'
10257,Twitter for iPhone,"b'Today at the corona virus press conference, @VP wiped his nose with his hands then proceeded to shake everyone\xe2\x80\x99s ha\xe2\x80\xa6 https://t.co/UuXpBhJ5Ym'",,False,Thu Feb 27 04:52:10 +0000 2020,5900,b'1232891149737697280'
824,Twitter Web App,b'Can you see how other countries value people more when it comes to Statutory Sick Pay (SSP)? \n\nIreland - \xc2\xa3266 per w\xe2\x80\xa6 https://t.co/szCEHFJPvQ',,False,Wed Mar 11 15:21:09 +0000 2020,715,b'1237760481076613120'
2641,SocialFlow,"b'.@chrislhayes: ""We have had three months to prepare for the coronavirus to come to the US since the outbreak starte\xe2\x80\xa6 https://t.co/91GWRonxOX'",,False,Sun Mar 08 08:02:07 +0000 2020,908,b'1236562829299384320'
3551,Twitter for iPhone,b'Firstly Ladakh isn\xe2\x80\x99t Kashmir and secondly deliberate misleading fabrication can\xe2\x80\x99t be called Journalism.\xf0\x9f\x98\x83 https://t.co/d5Mjf2NEQI',,False,Sun Mar 08 06:12:28 +0000 2020,975,b'1236535234721501184'
260,Twitter Web App,b'President Trump Blasts CNN\xe2\x80\x99s Don Lemon Over On-Air Mocking Of Trump Supporters https://t.co/kgIJSsmNYV #OANN https://t.co/lOxURX8yLP',,False,Wed Jan 29 20:43:40 +0000 2020,68,b'1222621353267748870'
509,Twitter Web App,"b""CONTRACT SIGNED AND DELIVERED! Ya' girl has an official Broadcast Deal. My little film #MEETINGBROWN will be seen a\xe2\x80\xa6 https://t.co/RzwsBGH3Dl""",,False,Wed Jan 29 20:52:20 +0000 2020,18,b'1222623533693427712'
17856,Twitter Web App,"b""After talking to several friends, I realize many ppl still aren't prepared for the societal impacts of coronavirus.\xe2\x80\xa6 https://t.co/W5pk2r8Zn9""",,False,Sat Mar 07 04:00:46 +0000 2020,7122,b'1236139704627728385'
10832,Twitter for iPhone,"b'With Republican elected officials in full acquiescence mode, Republican donors in full rationalization mode, and Re\xe2\x80\xa6 https://t.co/TeNV0LxBDK'",,False,Sat Feb 01 14:53:49 +0000 2020,2021,b'1223620476112703488'
27631,Twitter for iPhone,b'what if @AmazonStudios or @netflix or @Apple just bought all the films from @sxsw and did a sxsw x streamer film fe\xe2\x80\xa6 https://t.co/ila1fzOHxR',,False,Sat Mar 07 17:26:59 +0000 2020,4033,b'1236342595963371520'
555,Twitter Media Studio - LiveCut,b'\xe2\x80\x9cNothing he said could be described as anti-Muslim hatred at all\xe2\x80\x9d\n\nSpectator editor Fraser Nelson says Labour is pa\xe2\x80\xa6 https://t.co/XpQwpkXXXb',,False,Mon Mar 09 13:03:36 +0000 2020,178,b'1237001089351929856'
1773,Twitter Web App,b'This is not a plan for peace. It\xe2\x80\x99s the latest in a series of Trump actions that have set back prospects for peace b\xe2\x80\xa6 https://t.co/YQ1RRxyGE2',,False,Tue Jan 28 19:42:00 +0000 2020,420,b'1222243445252808704'
365,Twitter Web App,"b""Black and brown folks face daunting health problems because of social disparities caused mostly by racism. That's w\xe2\x80\xa6 https://t.co/HikZyrlaxb""",,False,Sat Mar 07 16:50:07 +0000 2020,228,b'1236333318762721280'
1056,Twitter for iPhone,b'I really feel for people who get migraines and headaches often. This is helll',,False,Tue Mar 03 02:36:43 +0000 2020,85,b'1234669002472902657'
3138,Twitter for iPhone,b'Did Ukraine try to influence the 2016 election against Donald Trump by releasing a document that might have been as\xe2\x80\xa6 https://t.co/f75FbHpEjv',,False,Wed Jan 29 11:52:27 +0000 2020,1394,b'1222487669898346496'
867,Twitter for iPhone,b'Why do they say removing trump tears up the ballots of 2016? Trump broke constitutional laws after the election- af\xe2\x80\xa6 https://t.co/oqEEUrmLvQ',,False,Tue Jan 28 20:00:51 +0000 2020,313,b'1222248191933984769'
1449,Twitter for Android,b'The best news so far this year! We  salute all the health workers who are committed to saving lives every single da\xe2\x80\xa6 https://t.co/4ZR0gD5J2p',,False,Fri Jan 31 14:12:47 +0000 2020,409,b'1223247760771645441'
695,Twitter for iPhone,b'Fox News viewers take the red pill. In the Republican matrix Corona is a Democratic hoax. Gaslighting as a weapon o\xe2\x80\xa6 https://t.co/iDBQjyh0AB',,False,Tue Mar 10 12:10:26 +0000 2020,244,b'1237350095571636226'
8302,Falcon Social Media Management ,"b""McLaren confirm team member who tested positive for coronavirus in Melbourne 'is recovering well'\n\n#F1\n\nhttps://t.co/QV6zztOQh1""",,False,Mon Mar 16 10:44:13 +0000 2020,705,b'1239502724959518720'
850,Business Insider Login,b'A leaked presentation reveals the document US hospitals are using to prepare for a major coronavirus outbreak. It e\xe2\x80\xa6 https://t.co/3InqLEIpf7',,False,Fri Mar 06 22:22:19 +0000 2020,620,b'1236054532116877312'
998,Twitter for iPhone,b'\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 #Coronavirus Cure News? \n\n\xe2\x80\x9cWe have started testing that vaccine in the laboratory and we\xe2\x80\x99ve been VERY EXCITED BY\xe2\x80\xa6 https://t.co/DYHfv6eOzs',,False,Fri Mar 06 14:51:41 +0000 2020,524,b'1235941125262897153'
249,Twitter Web App,"b'So I went ahead and did it - I feel absolutely terrible for having to set this up, especially after how AMAZING eve\xe2\x80\xa6 https://t.co/wm7QtouoU3'",,False,Sat Feb 29 02:31:28 +0000 2020,267,b'1233580515518603267'
15639,Sprout Social,b'The Supreme Court\xe2\x80\x99s decision to grant the Trump Admin more time to advance its cruel &amp; unlawful attacks on immigran\xe2\x80\xa6 https://t.co/gb7d3UX0qh',,False,Tue Jan 28 19:03:26 +0000 2020,4633,b'1222233742191857664'
1295,Twitter for iPhone,b'where\xe2\x80\x99s my captain america first avenger stans at? because that film isn\xe2\x80\x99t boring or bland let me tell you',,False,Sat Feb 01 05:37:02 +0000 2020,152,b'1223480353169530880'
12617,Twitter for iPhone,"b'If your feminism only sees \xe2\x80\x98two old white men running for President\xe2\x80\x99, it\xe2\x80\x99s as old as they are.'",,False,Tue Mar 10 18:23:03 +0000 2020,1685,b'1237443869630844929'
40233,Twitter for iPhone,b'The President is making a major health care crisis worse. He must be sidelined and refrain from saying anything fur\xe2\x80\xa6 https://t.co/QBOd1BgO75',,False,Fri Mar 06 23:56:03 +0000 2020,9329,b'1236078120953950208'
7744,Twitter Web App,"b""do you ever feel like you're in an escape room but it's really just life""",,False,Thu Feb 27 05:14:53 +0000 2020,1379,b'1232896864413835264'
1245,Twitter Web App,"b'We know you love Samurai Jack, but in case you missed an episode you can watch them all for free: https://t.co/2nUOC9FI4x'",,False,Wed Feb 26 18:11:27 +0000 2020,409,b'1232729908129992704'
490,Twitter for iPhone,b'been going through a heck of an art block but no-pressure doodles always help https://t.co/XGj5egA7Qe',,False,Sun Mar 08 18:20:12 +0000 2020,102,b'1236718376048721920'
26,Echobox,"b""How to watch, live stream Trump's Super Bowl pregame interview https://t.co/jWO18N8jbd""",,False,Sat Feb 01 12:10:57 +0000 2020,8,b'1223579485896871936'
2672,Twitter for iPhone,"b'The DNC is creating a whole generation of third party voters/sit it outters and will never win again and frankly, see you in hell boys!!'",,False,Wed Mar 11 01:15:54 +0000 2020,311,b'1237547766974308352'
317,Twitter for Android,b'During #Obamas last year in office he tried to fill a Supreme Court position but was denied by #MoscowMitch. The re\xe2\x80\xa6 https://t.co/DLxCvmysuj',,False,Mon Jan 27 19:13:07 +0000 2020,244,b'1221873789455212544'
1750,Twitter for iPhone,b'.@realDonaldTrump is miserable. He hates the job. It\xe2\x80\x99s now a nightmare for him. He\xe2\x80\x99s failing on every conceivable l\xe2\x80\xa6 https://t.co/hLmvuQYjgf',,False,Thu Mar 12 11:52:19 +0000 2020,287,b'1238070311331004416'
374,Twitter for iPhone,"b'On tomorrow night\xe2\x80\x99s episode of #shahs, we head to Sara\xe2\x80\x99s house for a pool party &amp; \xf0\x9f\x91\xb9 was apparently invited by someo\xe2\x80\xa6 https://t.co/QaJ3sFJntt'",,False,Thu Mar 12 19:05:55 +0000 2020,4,b'1238179431702605824'
2933,Twitter for Android,"b""I don't feel like enough people talk about it the fact that, Jumba Jookiba And Wendy Pleakley are CLEARLY dating. https://t.co/cc9AtPFiDR""",,False,Sun Mar 01 15:29:52 +0000 2020,820,b'1234138793969623045'
489,Twitter for Android,"b'@mkraju Does old man @SenAlexander realize that @realDonaldTrump is actively trying to rig the election, therefore,\xe2\x80\xa6 https://t.co/luzPOf8jdM'",mkraju,False,Fri Jan 31 15:22:00 +0000 2020,181,b'1223265180789792768'
3000,Twitter Web Client,"b'""Why the US declined to use the WHO test, even temporarily as a bridge until the Centers for Disease Control could\xe2\x80\xa6 https://t.co/Tim1ZQQlI7'",,False,Sat Mar 07 00:39:23 +0000 2020,1975,b'1236089026345447429'
311,Twitter Web Client,"b'Netanyahu, who is under indictment, and Trump, who is impeached and on trial, presented a Middle East peace plan th\xe2\x80\xa6 https://t.co/zyBo00FqZi'",,False,Tue Jan 28 19:36:39 +0000 2020,217,b'1222242100420530179'
867,Twitter for iPad,b'The party led by a guy who called Muslim women bank robbers &amp; letterboxes appoints an ex member of the Equality &amp; H\xe2\x80\xa6 https://t.co/rXEBe5GslW',,False,Mon Mar 09 13:15:40 +0000 2020,354,b'1237004124283076619'
776,Twitter for iPhone,"b'Cancel all festivals, conferences and mass gatherings now in the US. \n\nDo it now. \n\nThis is a national security iss\xe2\x80\xa6 https://t.co/PDVrBhvFsL'",,False,Sat Feb 29 23:12:16 +0000 2020,90,b'1233892771523682309'
1189,Twitter Web App,b'A crime\n\nTories are pushing ahead with the closure of 10+ Hospitals &amp; Walk Ins despite Coronavirus\n\n-Orsett Hospita\xe2\x80\xa6 https://t.co/HOdk2HAAeM',,False,Sat Mar 07 10:45:03 +0000 2020,1277,b'1236241445000015872'
443,Twitter Web App,b'This is not normal.\nhttps://t.co/pvyLMQRV12',,False,Tue Jan 28 19:28:13 +0000 2020,225,b'1222239975892115461'
3222,Twitter for iPhone,"b'People seriously still think that shooting a terrorist dead is to extreme \xf0\x9f\x99\x88\xf0\x9f\x99\x88. It\xe2\x80\x99s simple, don\xe2\x80\x99t carry a fucking we\xe2\x80\xa6 https://t.co/i4vjSuH212'",,False,Sun Feb 02 15:57:50 +0000 2020,441,b'1223998970936119296'
325,TweetDeck,"b'A California man who died of the novel coronavirus brought it onboard the Grand Princess cruise ship, officials sai\xe2\x80\xa6 https://t.co/vZ2gXxNo1Y'",,False,Sat Mar 07 23:48:08 +0000 2020,226,b'1236438515983855616'
